refrigerant,T_evap,T_cond,superheat,subcooling,COP,eta_exergy,w_comp_kJ,q_evap_kJ,pressure_ratio,ex_dest_comp,ex_dest_cond,ex_dest_evap,ex_dest_exp,ex_dest_total,transcritical
R1234yf,5,40,7,5,3.3637,0.4509,37.3232,125.5443,2.731,17.1011,0.639,-0.0881,2.8427,20.4947,0
R1234yf,5,40,7,7,3.4406,0.4601,37.3232,128.4137,2.731,17.1011,0.5857,-0.0881,2.5523,20.1509,0
R1234yf,5,40,10,3,3.3063,0.444,37.9581,125.5022,2.731,17.2347,0.8945,-0.1788,3.1537,21.1042,0
R1234yf,5,40,10,5,3.3826,0.4531,37.9581,128.3958,2.731,17.2347,0.8588,-0.1788,2.8427,20.7575,0
R1234yf,5,40,10,7,3.4582,0.4622,37.9581,131.2653,2.731,17.2347,0.8055,-0.1788,2.5523,20.4137,0
R1234yf,5,45,3,3,2.7311,0.4309,40.8465,111.5543,3.094,18.6326,0.487,-0.0163,4.1417,23.2449,0
R1234yf,5,45,3,5,2.8034,0.4407,40.8465,114.5074,3.094,18.6326,0.4517,-0.0163,3.779,22.8469,0
R1234yf,5,45,3,7,2.875,0.4503,40.8465,117.4329,3.094,18.6326,0.399,-0.0163,3.4374,22.4527,0
R1234yf,5,45,5,3,2.7441,0.4327,41.3442,113.4522,3.094,18.748,0.6109,-0.0452,4.1417,23.4555,0
R1234yf,5,45,5,5,2.8155,0.4423,41.3442,116.4053,3.094,18.748,0.5757,-0.0452,3.779,23.0575,0
R1234yf,5,45,5,7,2.8863,0.4518,41.3442,119.3309,3.094,18.748,0.523,-0.0452,3.4374,22.6633,0
R1234yf,5,45,7,3,2.7572,0.4344,41.8357,115.3513,3.094,18.8588,0.7478,-0.0881,4.1417,23.6602,0
R1234yf,5,45,7,5,2.8278,0.444,41.8357,118.3044,3.094,18.8588,0.7126,-0.0881,3.779,23.2622,0
R1234yf,5,45,7,7,2.8978,0.4534,41.8357,121.23,3.094,18.8588,0.6599,-0.0881,3.4374,22.8679,0
R1234yf,5,45,10,3,2.7772,0.4371,42.5623,118.2029,3.094,19.0168,0.977,-0.1788,4.1417,23.9568,0
R1234yf,5,45,10,5,2.8466,0.4465,42.5623,121.1559,3.094,19.0168,0.9418,-0.1788,3.779,23.5589,0
R1234yf,5,45,10,7,2.9153,0.4557,42.5623,124.0815,3.094,19.0168,0.8891,-0.1788,3.4374,23.1646,0
R1234yf,5,50,3,3,2.3119,0.4224,45.035,104.1145,3.492,20.2127,0.543,-0.0163,5.2707,26.01,0
R1234yf,5,50,3,5,2.3789,0.4325,45.035,107.1356,3.492,20.2127,0.5081,-0.0163,4.8547,25.5591,0
R1234yf,5,50,3,7,2.4453,0.4424,45.035,110.1242,3.492,20.2127,0.4559,-0.0163,4.4607,25.113,0
R1234yf,5,50,5,3,2.325,0.4244,45.5971,106.0125,3.492,20.3473,0.6726,-0.0452,5.2707,26.2454,0
R1234yf,5,50,5,5,2.3912,0.4343,45.5971,109.0335,3.492,20.3473,0.6377,-0.0452,4.8547,25.7944,0
R1234yf,5,50,5,7,2.4568,0.4441,45.5971,112.0222,3.492,20.3473,0.5855,-0.0452,4.4607,25.3483,0
R1234yf,5,50,7,3,2.3382,0.4264,46.1519,107.9115,3.492,20.4764,0.8149,-0.0881,5.2707,26.4738,0
R1234yf,5,50,7,5,2.4036,0.4361,46.1519,110.9326,3.492,20.4764,0.78,-0.0881,4.8547,26.0229,0
R1234yf,5,50,7,7,2.4684,0.4458,46.1519,113.9213,3.492,20.4764,0.7279,-0.0881,4.4607,25.5768,0
R1234yf,5,50,10,3,2.3581,0.4293,46.9716,110.7631,3.492,20.6604,1.0521,-0.1788,5.2707,26.8044,0
R1234yf,5,50,10,5,2.4224,0.4389,46.9716,113.7841,3.492,20.6604,1.0172,-0.1788,4.8547,26.3535,0
R1234yf,5,50,10,7,2.486,0.4484,46.9716,116.7728,3.492,20.6604,0.965,-0.1788,4.4607,25.9074,0
R1234yf,5,55,3,3,1.9686,0.413,49.0272,96.517,3.928,21.6576,0.5952,-0.0163,6.5449,28.7814,0
R1234yf,5,55,3,5,2.0319,0.4233,49.0272,99.6175,3.928,21.6576,0.5605,-0.0163,6.0733,28.275,0
R1234yf,5,55,3,7,2.0943,0.4335,49.0272,102.679,3.928,21.6576,0.5087,-0.0163,5.6251,27.775,0
R1234yf,5,55,5,3,1.982,0.4151,49.6552,98.4149,3.928,21.8126,0.7296,-0.0452,6.5449,29.042,0
R1234yf,5,55,5,5,2.0444,0.4253,49.6552,101.5154,3.928,21.8126,0.6949,-0.0452,6.0733,28.5356,0
R1234yf,5,55,5,7,2.1061,0.4354,49.6552,104.5769,3.928,21.8126,0.6431,-0.0452,5.6251,28.0356,0
R1234yf,5,55,7,3,1.9953,0.4173,50.2746,100.314,3.928,21.9612,0.8766,-0.0881,6.5449,29.2946,0
R1234yf,5,55,7,5,2.057,0.4274,50.2746,103.4145,3.928,21.9612,0.8419,-0.0881,6.0733,28.7882,0
R1234yf,5,55,7,7,2.1179,0.4373,50.2746,106.476,3.928,21.9612,0.7901,-0.0881,5.6251,28.2882,0
R1234yf,5,55,10,3,2.0154,0.4206,51.1888,103.1655,3.928,22.1729,1.1204,-0.1788,6.5449,29.6595,0
R1234yf,5,55,10,5,2.076,0.4305,51.1888,106.266,3.928,22.1729,1.0857,-0.1788,6.0733,29.1531,0
R1234yf,5,55,10,7,2.1358,0.4402,51.1888,109.3275,3.928,22.1729,1.0339,-0.1788,5.6251,28.6531,0
R744,-30,30,3,3,1.0712,0.2765,152.579,163.4496,5.052,57.432,26.6798,-0.0253,26.3081,110.3946,0
R744,-30,30,3,5,1.1327,0.2914,152.579,172.8284,5.052,57.432,26.5576,-0.0253,24.1542,108.1184,0
R744,-30,30,3,7,1.1843,0.3039,152.579,180.6957,5.052,57.432,26.4019,-0.0253,22.4005,106.2091,0
R744,-30,30,5,3,1.0707,0.2763,154.7311,165.6649,5.052,57.7801,27.9546,-0.0692,26.3081,111.9736,0
R744,-30,30,5,5,1.1313,0.291,154.7311,175.0436,5.052,57.7801,27.8324,-0.0692,24.1542,109.6974,0
R744,-30,30,5,7,1.1821,0.3034,154.7311,182.9109,5.052,57.7801,27.6767,-0.0692,22.4005,107.7881,0
R744,-30,30,7,3,1.0702,0.2762,156.8473,167.8513,5.052,58.1135,29.2365,-0.1337,26.3081,113.5243,0
R744,-30,30,7,5,1.13,0.2907,156.8473,177.2301,5.052,58.1135,29.1143,-0.1337,24.1542,111.2481,0
R744,-30,30,7,7,1.1801,0.3029,156.8473,185.0974,5.052,58.1135,28.9586,-0.1337,22.4005,109.3388,0
R744,-30,30,10,3,1.0695,0.2761,159.9602,171.0827,5.052,58.5882,31.1728,-0.2675,26.3081,115.8016,0
R744,-30,30,10,5,1.1282,0.2903,159.9602,180.4615,5.052,58.5882,31.0506,-0.2675,24.1542,113.5255,0
R744,-30,30,10,7,1.1773,0.3022,159.9602,188.3288,5.052,58.5882,30.8949,-0.2675,22.4005,111.6162,0
R744,-30,35,3,3,0.8528,0.253,160.9515,137.2547,5.442,59.4012,27.3939,-0.0253,33.4577,120.2275,1
R744,-30,35,3,5,0.9526,0.2788,160.9515,153.3251,5.442,59.4012,27.1949,-0.0253,29.5,116.0708,1
R744,-30,35,3,7,1.0175,0.2956,160.9515,163.7671,5.442,59.4012,26.9958,-0.0253,26.9983,113.37,1
R744,-30,35,5,3,0.8545,0.2535,163.22,139.4699,5.442,59.7627,28.6983,-0.0692,33.4577,121.8494,1
R744,-30,35,5,5,0.9529,0.2789,163.22,155.5403,5.442,59.7627,28.4993,-0.0692,29.5,117.6928,1
R744,-30,35,5,7,1.0169,0.2955,163.22,165.9824,5.442,59.7627,28.3002,-0.0692,26.9983,114.9919,1
R744,-30,35,7,3,0.8562,0.2539,165.4506,141.6564,5.442,60.1089,30.0092,-0.1337,33.4577,123.4421,1
R744,-30,35,7,5,0.9533,0.279,165.4506,157.7268,5.442,60.1089,29.8102,-0.1337,29.5,119.2855,1
R744,-30,35,7,7,1.0164,0.2954,165.4506,168.1688,5.442,60.1089,29.6111,-0.1337,26.9983,116.5846,1
R744,-30,35,10,3,0.8587,0.2546,168.7316,144.8878,5.442,60.6022,31.9884,-0.2675,33.4577,125.7808,1
R744,-30,35,10,5,0.9539,0.2792,168.7316,160.9582,5.442,60.6022,31.7894,-0.2675,29.5,121.6242,1
R744,-30,35,10,7,1.0158,0.2952,168.7316,171.4003,5.442,60.6022,31.5902,-0.2675,26.9983,118.9233,1
R744,-30,40,3,3,0.6867,0.2361,174.4915,119.8257,6.121,62.4419,31.355,-0.0253,39.5177,133.2893,1
R744,-30,40,3,5,0.7849,0.263,174.4915,136.9516,6.121,62.4419,31.1481,-0.0253,35.0304,128.5951,1
R744,-30,40,3,7,0.8525,0.2816,174.4915,148.7585,6.121,62.4419,30.9302,-0.0253,32.012,125.3589,1
R744,-30,40,5,3,0.6897,0.2369,176.9472,122.0409,6.121,62.8241,32.7476,-0.0692,39.5177,135.0202,1
R744,-30,40,5,5,0.7865,0.2635,176.9472,139.1668,6.121,62.8241,32.5407,-0.0692,35.0304,130.326,1
R744,-30,40,5,7,0.8532,0.2818,176.9472,150.9737,6.121,62.8241,32.3229,-0.0692,32.012,127.0898,1
R744,-30,40,7,3,0.6926,0.2377,179.3618,124.2274,6.121,63.1903,34.1455,-0.1337,39.5177,136.7198,1
R744,-30,40,7,5,0.7881,0.2639,179.3618,141.3533,6.121,63.1903,33.9386,-0.1337,35.0304,132.0256,1
R744,-30,40,7,7,0.8539,0.282,179.3618,153.1601,6.121,63.1903,33.7208,-0.1337,32.012,128.7893,1
R744,-30,40,10,3,0.6968,0.2389,182.913,127.4588,6.121,63.7123,36.2527,-0.2675,39.5177,139.2152,1
R744,-30,40,10,5,0.7905,0.2646,182.913,144.5847,6.121,63.7123,36.0458,-0.2675,35.0304,134.521,1
R744,-30,40,10,7,0.855,0.2823,182.913,156.3916,6.121,63.7123,35.8279,-0.2675,32.012,131.2848,1
R744,-30,45,3,3,0.5728,0.2284,186.9337,107.0785,6.8,65.094,34.5147,-0.0253,44.6467,144.2302,1
R744,-30,45,3,5,0.6531,0.2516,186.9337,122.0781,6.8,65.094,34.3374,-0.0253,40.4882,139.8944,1
R744,-30,45,3,7,0.7174,0.2702,186.9337,134.1099,6.8,65.094,34.1219,-0.0253,37.2258,136.4165,1
R744,-30,45,5,3,0.5766,0.2295,189.5601,109.2937,6.8,65.4941,35.9795,-0.0692,44.6467,146.0511,1
R744,-30,45,5,5,0.6557,0.2524,189.5601,124.2933,6.8,65.4941,35.8022,-0.0692,40.4882,141.7153,1
R744,-30,45,5,7,0.7192,0.2707,189.5601,136.3251,6.8,65.4941,35.5867,-0.0692,37.2258,138.2374,1
R744,-30,45,7,3,0.5802,0.2306,192.1423,111.4802,6.8,65.8776,37.4484,-0.1337,44.6467,147.839,1
R744,-30,45,7,5,0.6583,0.2531,192.1423,126.4798,6.8,65.8776,37.2711,-0.1337,40.4882,143.5032,1
R744,-30,45,7,7,0.7209,0.2712,192.1423,138.5116,6.8,65.8776,37.0556,-0.1337,37.2258,140.0252,1
R744,-30,45,10,3,0.5854,0.2321,195.94,114.7116,6.8,66.4244,39.6601,-0.2675,44.6467,150.4638,1
R744,-30,45,10,5,0.662,0.2542,195.94,129.7112,6.8,66.4244,39.4828,-0.2675,40.4882,146.128,1
R744,-30,45,10,7,0.7234,0.272,195.94,141.743,6.8,66.4244,39.2673,-0.2675,37.2258,142.6501,1
R744,-30,50,3,3,0.4885,0.2257,198.4736,96.9605,7.478,67.4445,37.0248,-0.0253,49.2416,153.6856,1
R744,-30,50,3,5,0.5514,0.2447,198.4736,109.4335,7.478,67.4445,36.8811,-0.0253,45.599,149.8992,1
R744,-30,50,3,7,0.6078,0.2619,198.4736,120.6305,7.478,67.4445,36.6863,-0.0253,42.3948,146.5003,1
R744,-30,50,5,3,0.4928,0.227,201.2568,99.1757,7.478,67.8601,38.5486,-0.0692,49.2416,155.581,1
R744,-30,50,5,5,0.5548,0.2458,201.2568,111.6487,7.478,67.8601,38.4048,-0.0692,45.599,151.7947,1
R744,-30,50,5,7,0.6104,0.2627,201.2568,122.8457,7.478,67.8601,38.21,-0.0692,42.3948,148.3957,1
R744,-30,50,7,3,0.4969,0.2282,203.9932,101.3622,7.478,68.2587,40.0755,-0.1337,49.2416,157.442,1
R744,-30,50,7,5,0.558,0.2468,203.9932,113.8352,7.478,68.2587,39.9318,-0.1337,45.599,153.6557,1
R744,-30,50,7,7,0.6129,0.2634,203.9932,125.0321,7.478,68.2587,39.737,-0.1337,42.3948,150.2567,1
R744,-30,50,10,3,0.5028,0.23,208.0176,104.5936,7.478,68.8274,42.3726,-0.2675,49.2416,160.174,1
R744,-30,50,10,5,0.5628,0.2482,208.0176,117.0666,7.478,68.8274,42.2289,-0.2675,45.599,156.3877,1
R744,-30,50,10,7,0.6166,0.2645,208.0176,128.2636,7.478,68.8274,42.034,-0.2675,42.3948,152.9888,1
R744,-30,55,3,3,0.4212,0.2252,209.2583,88.1385,8.157,69.5549,39.0046,-0.0253,53.5988,162.1331,1
R744,-30,55,3,5,0.4713,0.2411,209.2583,98.6253,8.157,69.5549,38.8872,-0.0253,50.3855,158.8023,1
R744,-30,55,3,7,0.5192,0.2563,209.2583,108.6474,8.157,69.5549,38.7178,-0.0253,47.3716,155.6191,1
R744,-30,55,5,3,0.4258,0.2267,212.1868,90.3537,8.157,69.9843,40.5764,-0.0692,53.5988,164.0903,1
R744,-30,55,5,5,0.4752,0.2424,212.1868,100.8405,8.157,69.9843,40.4589,-0.0692,50.3855,160.7595,1
R744,-30,55,5,7,0.5225,0.2574,212.1868,110.8626,8.157,69.9843,40.2896,-0.0692,47.3716,157.5762,1
R744,-30,55,7,3,0.4303,0.2281,215.066,92.5402,8.157,70.3962,42.1505,-0.1337,53.5988,166.0118,1
R744,-30,55,7,5,0.479,0.2436,215.066,103.0269,8.157,70.3962,42.033,-0.1337,50.3855,162.681,1
R744,-30,55,7,7,0.5256,0.2584,215.066,113.0491,8.157,70.3962,41.8637,-0.1337,47.3716,159.4977,1
R744,-30,55,10,3,0.4367,0.2301,219.3002,95.7716,8.157,70.9841,44.5171,-0.2675,53.5988,168.8325,1
R744,-30,55,10,5,0.4845,0.2453,219.3002,106.2584,8.157,70.9841,44.3996,-0.2675,50.3855,165.5017,1
R744,-30,55,10,7,0.5302,0.2598,219.3002,116.2805,8.157,70.9841,44.2303,-0.2675,47.3716,162.3185,1
R744,-25,30,3,3,1.2217,0.2828,134.1348,163.8766,4.287,51.914,21.7095,-0.0256,22.6021,96.1999,0
R744,-25,30,3,5,1.2917,0.2981,134.1348,173.2554,4.287,51.914,21.5873,-0.0256,20.6799,94.1555,0
R744,-25,30,3,7,1.3503,0.3108,134.1348,181.1226,4.287,51.914,21.4316,-0.0256,19.1206,92.4406,0
R744,-25,30,5,3,1.2209,0.2826,136.1399,166.2081,4.287,52.2691,22.8625,-0.07,22.6021,97.6637,0
R744,-25,30,5,5,1.2898,0.2976,136.1399,175.5869,4.287,52.2691,22.7403,-0.07,20.6799,95.6192,0
R744,-25,30,5,7,1.3475,0.3102,136.1399,183.4542,4.287,52.2691,22.5846,-0.07,19.1206,93.9043,0
R744,-25,30,7,3,1.2201,0.2825,138.1066,168.5032,4.287,52.6081,24.0226,-0.1351,22.6021,99.0977,0
R744,-25,30,7,5,1.288,0.2973,138.1066,177.882,4.287,52.6081,23.9004,-0.1351,20.6799,97.0532,0
R744,-25,30,7,7,1.345,0.3097,138.1066,185.7492,4.287,52.6081,23.7447,-0.1351,19.1206,95.3383,0
R744,-25,30,10,3,1.2191,0.2822,140.9916,171.8849,4.287,53.089,25.7764,-0.2695,22.6021,101.1979,0
R744,-25,30,10,5,1.2856,0.2967,140.9916,181.2637,4.287,53.089,25.6542,-0.2695,20.6799,99.1535,0
R744,-25,30,10,7,1.3414,0.3089,140.9916,189.131,4.287,53.089,25.4985,-0.2695,19.1206,97.4385,0
R744,-25,35,3,3,0.9683,0.259,142.1945,137.6817,4.618,53.9451,22.3464,-0.0256,29.1045,105.3704,1
R744,-25,35,3,5,1.0813,0.2854,142.1945,153.7521,4.618,53.9451,22.1474,-0.0256,25.5439,101.6108,1
R744,-25,35,3,7,1.1547,0.3026,142.1945,164.1941,4.618,53.9451,21.9483,-0.0256,23.3002,99.168,1
R744,-25,35,5,3,0.9702,0.2594,144.3184,140.0132,4.618,54.3151,23.5304,-0.07,29.1045,106.88,1
R744,-25,35,5,5,1.0815,0.2855,144.3184,156.0836,4.618,54.3151,23.3314,-0.07,25.5439,103.1204,1
R744,-25,35,5,7,1.1539,0.3024,144.3184,166.5256,4.618,54.3151,23.1323,-0.07,23.3002,100.6776,1
R744,-25,35,7,3,0.972,0.2599,146.4017,142.3082,4.618,54.6684,24.721,-0.1351,29.1045,108.3587,1
R744,-25,35,7,5,1.0818,0.2855,146.4017,158.3787,4.618,54.6684,24.522,-0.1351,25.5439,104.5992,1
R744,-25,35,7,7,1.1531,0.3022,146.4017,168.8207,4.618,54.6684,24.3229,-0.1351,23.3002,102.1564,1
R744,-25,35,10,3,0.9748,0.2605,149.4576,145.69,4.618,55.1698,26.5196,-0.2695,29.1045,110.5243,1
R744,-25,35,10,5,1.0823,0.2857,149.4576,161.7604,4.618,55.1698,26.3206,-0.2695,25.5439,106.7647,1
R744,-25,35,10,7,1.1522,0.302,149.4576,172.2024,4.618,55.1698,26.1215,-0.2695,23.3002,104.3219,1
R744,-25,40,3,3,0.7747,0.2411,155.2313,120.2527,5.193,57.079,26.0186,-0.0256,34.7338,117.8057,1
R744,-25,40,3,5,0.885,0.2686,155.2313,137.3786,5.193,57.079,25.8117,-0.0256,30.6697,113.5347,1
R744,-25,40,3,7,0.9611,0.2876,155.2313,149.1854,5.193,57.079,25.5938,-0.0256,27.943,110.5902,1
R744,-25,40,5,3,0.7781,0.2419,157.5466,122.5842,5.193,57.4718,27.2929,-0.07,34.7338,119.4286,1
R744,-25,40,5,5,0.8868,0.2691,157.5466,139.7101,5.193,57.4718,27.086,-0.07,30.6697,115.1575,1
R744,-25,40,5,7,0.9617,0.2877,157.5466,151.5169,5.193,57.4718,26.8681,-0.07,27.943,112.213,1
R744,-25,40,7,3,0.7814,0.2428,159.8173,124.8792,5.193,57.8471,28.5723,-0.1351,34.7338,121.0182,1
R744,-25,40,7,5,0.8885,0.2695,159.8173,142.0051,5.193,57.8471,28.3654,-0.1351,30.6697,116.7471,1
R744,-25,40,7,7,0.9624,0.2879,159.8173,153.812,5.193,57.8471,28.1476,-0.1351,27.943,113.8026,1
R744,-25,40,10,3,0.7862,0.244,163.1479,128.261,5.193,58.3801,30.5015,-0.2695,34.7338,123.3459,1
R744,-25,40,10,5,0.8911,0.2701,163.1479,145.3869,5.193,58.3801,30.2946,-0.2695,30.6697,119.0748,1
R744,-25,40,10,7,0.9635,0.2882,163.1479,157.1937,5.193,58.3801,30.0768,-0.2695,27.943,116.1303,1
R744,-25,45,3,3,0.6429,0.2328,167.2149,107.5055,5.769,59.8098,28.9516,-0.0256,39.5479,128.2837,1
R744,-25,45,3,5,0.7326,0.2565,167.2149,122.505,5.769,59.8098,28.7742,-0.0256,35.7601,124.3185,1
R744,-25,45,3,7,0.8046,0.2756,167.2149,134.5368,5.769,59.8098,28.5587,-0.0256,32.7949,121.1378,1
R744,-25,45,5,3,0.6472,0.234,169.7044,109.837,5.769,60.2224,30.3,-0.07,39.5479,130.0003,1
R744,-25,45,5,5,0.7356,0.2573,169.7044,124.8366,5.769,60.2224,30.1227,-0.07,35.7601,126.0351,1
R744,-25,45,5,7,0.8065,0.2761,169.7044,136.8684,5.769,60.2224,29.9072,-0.07,32.7949,122.8545,1
R744,-25,45,7,3,0.6514,0.2351,172.146,112.132,5.769,60.6166,31.6522,-0.1351,39.5479,131.6817,1
R744,-25,45,7,5,0.7385,0.2581,172.146,127.1316,5.769,60.6166,31.4749,-0.1351,35.7601,127.7165,1
R744,-25,45,7,7,0.8084,0.2766,172.146,139.1634,5.769,60.6166,31.2594,-0.1351,32.7949,124.5359,1
R744,-25,45,10,3,0.6573,0.2366,175.7271,115.5138,5.769,61.1769,33.6885,-0.2695,39.5479,134.1437,1
R744,-25,45,10,5,0.7427,0.2592,175.7271,130.5134,5.769,61.1769,33.5111,-0.2695,35.7601,130.1785,1
R744,-25,45,10,7,0.8112,0.2773,175.7271,142.5452,5.769,61.1769,33.2956,-0.2695,32.7949,126.9979,1
R744,-25,50,3,3,0.5461,0.2296,178.3332,97.3874,6.345,62.2283,31.2843,-0.0256,43.8928,137.3798,1
R744,-25,50,3,5,0.616,0.2491,178.3332,109.8604,6.345,62.2283,31.1406,-0.0256,40.5584,133.9017,1
R744,-25,50,3,7,0.6788,0.2667,178.3332,121.0574,6.345,62.2283,30.9458,-0.0256,37.6309,130.7793,1
R744,-25,50,5,3,0.551,0.231,180.9829,99.719,6.345,62.658,32.6936,-0.07,43.8928,139.1744,1
R744,-25,50,5,5,0.6199,0.2502,180.9829,112.192,6.345,62.658,32.5498,-0.07,40.5584,135.6962,1
R744,-25,50,5,7,0.6818,0.2675,180.9829,123.3889,6.345,62.658,32.355,-0.07,37.6309,132.5739,1
R744,-25,50,7,3,0.5557,0.2323,183.5816,102.014,6.345,63.0688,34.1055,-0.1351,43.8928,140.932,1
